,tenure,Churn,Contract,InternetService,SeniorCitizen,PaymentMethod,MonthlyCharges,ChurnEncode,SeniorCitizenEncode
977,11,False,Month-to-month,Fiber optic,False,Electronic check,75.25,No,No
978,62,True,One year,Fiber optic,True,Electronic check,103.75,Yes,Yes
979,35,False,One year,DSL,False,Bank transfer (automatic),54.95000076293945,No,No
980,20,False,Month-to-month,No,False,Bank transfer (automatic),19.5,No,No
981,40,False,Two year,No,False,Mailed check,19.600000381469727,No,No
982,39,False,One year,DSL,False,Electronic check,47.84999847412109,No,No
983,1,True,Month-to-month,Fiber optic,False,Electronic check,86.5999984741211,Yes,No
984,72,False,Two year,No,False,Bank transfer (automatic),23.75,No,No
985,33,True,Month-to-month,Fiber optic,True,Bank transfer (automatic),80.5999984741211,Yes,Yes
986,12,False,Month-to-month,DSL,False,Bank transfer (automatic),43.79999923706055,No,No
987,1,False,Month-to-month,No,False,Bank transfer (automatic),19.75,No,No
988,27,False,Month-to-month,No,False,Mailed check,19.149999618530277,No,No
989,34,False,One year,No,False,Credit card (automatic),19.600000381469727,No,No
990,56,False,Two year,Fiber optic,False,Bank transfer (automatic),80.30000305175781,No,No
991,58,False,Two year,No,False,Credit card (automatic),24.350000381469727,No,No
992,22,False,Two year,No,False,Credit card (automatic),25.25,No,No
993,10,False,Two year,No,False,Credit card (automatic),26.100000381469727,No,No
994,13,False,Two year,No,False,Credit card (automatic),20.0,No,No
995,35,True,Month-to-month,Fiber optic,False,Credit card (automatic),85.30000305175781,Yes,No
996,34,True,Month-to-month,Fiber optic,False,Credit card (automatic),70.0,Yes,No
997,4,True,Month-to-month,Fiber optic,True,Electronic check,94.3000030517578,Yes,Yes
998,72,False,Two year,No,False,Bank transfer (automatic),20.700000762939453,No,No
999,2,False,Month-to-month,DSL,False,Electronic check,70.30000305175781,No,No
1000,7,True,Month-to-month,Fiber optic,False,Electronic check,95.3499984741211,Yes,No
1001,27,True,Month-to-month,Fiber optic,True,Electronic check,75.5,Yes,Yes
1002,4,False,Month-to-month,Fiber optic,False,Mailed check,69.55000305175781,No,No
1003,37,False,Two year,No,False,Mailed check,19.850000381469727,No,No
1004,21,False,Month-to-month,No,False,Mailed check,20.0,No,No
1005,53,False,One year,Fiber optic,True,Credit card (automatic),95.8499984741211,No,Yes
1006,18,True,Month-to-month,Fiber optic,False,Electronic check,90.0999984741211,Yes,No
1007,2,True,Month-to-month,Fiber optic,False,Electronic check,68.94999694824219,Yes,No
1008,32,True,Month-to-month,Fiber optic,False,Credit card (automatic),99.5500030517578,Yes,No
1009,23,False,One year,No,True,Electronic check,20.75,No,Yes
1010,3,False,Month-to-month,DSL,False,Mailed check,50.150001525878906,No,No
1011,71,False,Two year,DSL,False,Mailed check,58.650001525878906,No,No
1012,9,False,Month-to-month,Fiber optic,False,Bank transfer (automatic),95.9000015258789,No,No
1013,1,False,Month-to-month,DSL,False,Electronic check,49.5,No,No
1014,18,True,Month-to-month,DSL,False,Electronic check,57.45000076293945,Yes,No
1015,12,True,One year,DSL,False,Credit card (automatic),53.650001525878906,Yes,No
1016,71,False,Two year,DSL,False,Mailed check,80.0999984741211,No,No
1017,64,False,One year,No,False,Bank transfer (automatic),24.399999618530277,No,No
1018,4,False,Month-to-month,DSL,False,Electronic check,40.04999923706055,No,No
1019,23,False,Month-to-month,No,False,Mailed check,19.5,No,No
1020,39,False,Month-to-month,DSL,False,Credit card (automatic),51.04999923706055,No,No
1021,28,False,One year,DSL,False,Mailed check,54.34999847412109,No,No
1022,5,False,Month-to-month,Fiber optic,True,Electronic check,84.69999694824219,No,Yes
1023,45,False,Month-to-month,Fiber optic,True,Electronic check,86.0999984741211,No,Yes
1024,37,False,Month-to-month,Fiber optic,False,Mailed check,70.3499984741211,No,No
1025,60,False,Two year,Fiber optic,True,Bank transfer (automatic),110.0,No,Yes
1026,8,True,Month-to-month,Fiber optic,True,Electronic check,100.5999984741211,Yes,Yes
1027,47,False,One year,Fiber optic,False,Credit card (automatic),94.9000015258789,No,No
1028,26,True,Month-to-month,Fiber optic,False,Electronic check,83.75,Yes,No
1029,3,True,Month-to-month,Fiber optic,True,Mailed check,88.30000305175781,Yes,Yes
1030,50,False,Month-to-month,Fiber optic,False,Bank transfer (automatic),69.75,No,No
1031,27,False,Month-to-month,DSL,False,Bank transfer (automatic),71.5999984741211,No,No
1032,8,True,Month-to-month,Fiber optic,True,Electronic check,92.0999984741211,Yes,Yes
1033,62,False,Two year,No,False,Bank transfer (automatic),23.649999618530277,No,No
1034,71,False,Two year,DSL,False,Bank transfer (automatic),81.8499984741211,No,No
1035,66,False,Two year,No,False,Mailed check,25.100000381469727,No,No
1036,68,False,Two year,Fiber optic,False,Bank transfer (automatic),114.6999969482422,No,No
1037,13,False,Month-to-month,DSL,False,Electronic check,49.150001525878906,No,No
1038,56,False,One year,Fiber optic,False,Electronic check,80.9000015258789,No,No
1039,38,True,Month-to-month,Fiber optic,False,Electronic check,79.44999694824219,Yes,No
1040,14,True,Month-to-month,Fiber optic,True,Credit card (automatic),90.4499969482422,Yes,Yes
1041,16,False,One year,No,False,Bank transfer (automatic),19.299999237060547,No,No
1042,14,False,Month-to-month,Fiber optic,False,Electronic check,70.19999694824219,No,No
1043,32,True,Month-to-month,Fiber optic,False,Bank transfer (automatic),69.75,Yes,No
1044,8,False,One year,DSL,False,Bank transfer (automatic),54.25,No,No
1045,43,False,Month-to-month,Fiber optic,False,Bank transfer (automatic),99.3000030517578,No,No
1046,52,False,One year,DSL,False,Credit card (automatic),74.0,No,No
1047,3,False,Month-to-month,DSL,False,Mailed check,50.25,No,No
1048,29,False,One year,No,False,Mailed check,19.799999237060547,No,No
1049,1,True,Month-to-month,No,False,Mailed check,19.649999618530277,Yes,No
1050,12,True,Month-to-month,DSL,True,Electronic check,43.650001525878906,Yes,Yes
1051,16,False,Month-to-month,DSL,False,Credit card (automatic),35.5,No,No
1052,40,False,One year,DSL,False,Mailed check,80.75,No,No
1053,5,True,Month-to-month,DSL,False,Electronic check,39.5,Yes,No
1054,40,True,Month-to-month,Fiber optic,False,Bank transfer (automatic),97.0999984741211,Yes,No
1055,36,False,One year,No,False,Mailed check,19.549999237060547,No,No
1056,5,True,Month-to-month,Fiber optic,False,Electronic check,80.0,Yes,No
1057,10,True,Month-to-month,Fiber optic,False,Mailed check,84.69999694824219,Yes,No
1058,2,True,Month-to-month,Fiber optic,False,Bank transfer (automatic),89.55000305175781,Yes,No
1059,23,True,Month-to-month,Fiber optic,False,Electronic check,90.5999984741211,Yes,No
1060,26,False,One year,No,False,Bank transfer (automatic),20.049999237060547,No,No
1061,72,False,Two year,Fiber optic,True,Electronic check,112.4000015258789,No,Yes
1062,34,False,Month-to-month,DSL,False,Bank transfer (automatic),50.20000076293945,No,No
1063,10,False,Month-to-month,DSL,False,Bank transfer (automatic),62.25,No,No
1064,14,False,One year,DSL,False,Mailed check,55.70000076293945,No,No
1065,23,True,Month-to-month,Fiber optic,False,Bank transfer (automatic),90.05000305175781,Yes,No
1066,47,False,Two year,No,False,Mailed check,19.649999618530277,No,No
1067,24,False,Month-to-month,Fiber optic,False,Electronic check,89.25,No,No
1068,49,True,Month-to-month,Fiber optic,False,Bank transfer (automatic),99.0500030517578,Yes,No
1069,20,False,One year,DSL,True,Mailed check,54.0,No,Yes
1070,2,True,Month-to-month,Fiber optic,False,Bank transfer (automatic),69.75,Yes,No
1071,2,True,Month-to-month,DSL,False,Credit card (automatic),49.04999923706055,Yes,No
1072,22,False,Two year,DSL,False,Bank transfer (automatic),56.75,No,No
1073,7,True,Month-to-month,Fiber optic,False,Bank transfer (automatic),98.0500030517578,Yes,No
1074,1,False,Month-to-month,No,False,Mailed check,21.100000381469727,No,No
1075,59,False,Month-to-month,Fiber optic,False,Bank transfer (automatic),96.6500015258789,No,No
1076,58,False,One year,No,False,Credit card (automatic),24.5,No,No
1077,41,True,Month-to-month,Fiber optic,False,Bank transfer (automatic),114.5,Yes,No
1078,59,False,Two year,Fiber optic,True,Credit card (automatic),79.19999694824219,No,Yes
1079,3,False,Month-to-month,Fiber optic,False,Electronic check,69.55000305175781,No,No
1080,32,False,Two year,No,False,Bank transfer (automatic),20.049999237060547,No,No
1081,46,False,Month-to-month,Fiber optic,True,Electronic check,98.8499984741211,No,Yes
1082,0,False,Two year,No,False,Mailed check,25.75,No,No
1083,2,True,Month-to-month,Fiber optic,False,Electronic check,80.94999694824219,Yes,No
1084,52,False,One year,No,False,Credit card (automatic),19.600000381469727,No,No
1085,13,True,Month-to-month,Fiber optic,True,Electronic check,74.30000305175781,Yes,Yes
1086,11,True,Month-to-month,Fiber optic,True,Bank transfer (automatic),89.69999694824219,Yes,Yes
1087,32,False,Month-to-month,Fiber optic,False,Bank transfer (automatic),87.6500015258789,No,No
1088,17,True,Month-to-month,Fiber optic,True,Credit card (automatic),100.4499969482422,Yes,Yes
1089,16,False,Month-to-month,Fiber optic,False,Credit card (automatic),74.75,No,No
1090,51,False,One year,Fiber optic,False,Bank transfer (automatic),107.4499969482422,No,No
1091,29,False,One year,DSL,False,Bank transfer (automatic),75.3499984741211,No,No
1092,70,False,Two year,DSL,False,Credit card (automatic),64.94999694824219,No,No
1093,71,False,Two year,Fiber optic,False,Electronic check,100.4499969482422,No,No
1094,41,False,One year,DSL,False,Bank transfer (automatic),68.5,No,No
1095,1,False,Month-to-month,Fiber optic,False,Electronic check,80.55000305175781,No,No
1096,7,False,Month-to-month,DSL,False,Bank transfer (automatic),81.25,No,No
1097,25,True,One year,Fiber optic,False,Electronic check,90.4000015258789,Yes,No
1098,67,False,One year,Fiber optic,False,Electronic check,89.55000305175781,No,No
1099,5,False,Month-to-month,DSL,False,Mailed check,55.70000076293945,No,No
1100,15,False,Month-to-month,No,False,Electronic check,24.799999237060547,No,No
1101,20,False,Month-to-month,No,False,Electronic check,20.0,No,No
1102,3,True,Month-to-month,DSL,False,Mailed check,56.150001525878906,Yes,No
1103,54,False,One year,Fiber optic,False,Electronic check,105.1999969482422,No,No
1104,42,False,One year,No,False,Mailed check,19.549999237060547,No,No
1105,9,False,Month-to-month,Fiber optic,False,Electronic check,79.75,No,No
1106,63,False,Two year,Fiber optic,False,Bank transfer (automatic),97.4499969482422,No,No
1107,69,False,Two year,No,False,Bank transfer (automatic),24.25,No,No
1108,69,False,Two year,No,False,Credit card (automatic),24.600000381469727,No,No
1109,40,False,Month-to-month,DSL,False,Mailed check,50.150001525878906,No,No
1110,60,False,Two year,DSL,False,Bank transfer (automatic),39.59999847412109,No,No
1111,4,True,Month-to-month,Fiber optic,False,Bank transfer (automatic),94.4000015258789,Yes,No
1112,71,False,Two year,DSL,True,Mailed check,89.8499984741211,No,Yes
1113,37,True,Month-to-month,Fiber optic,False,Credit card (automatic),78.94999694824219,Yes,No
1114,32,False,Month-to-month,Fiber optic,False,Credit card (automatic),98.8499984741211,No,No
1115,39,False,Two year,DSL,False,Credit card (automatic),53.84999847412109,No,No
1116,38,False,One year,No,False,Electronic check,24.25,No,No
1117,52,False,Two year,Fiber optic,False,Credit card (automatic),89.44999694824219,No,No
1118,48,False,Month-to-month,Fiber optic,False,Credit card (automatic),105.25,No,No
1119,70,False,Two year,DSL,False,Bank transfer (automatic),59.5,No,No
1120,20,False,Month-to-month,Fiber optic,False,Credit card (automatic),70.55000305175781,No,No
1121,50,False,One year,DSL,False,Credit card (automatic),82.5,No,No
1122,19,True,One year,DSL,False,Credit card (automatic),44.84999847412109,Yes,No
1123,25,False,One year,DSL,False,Bank transfer (automatic),61.59999847412109,No,No
1124,12,False,Month-to-month,DSL,False,Bank transfer (automatic),49.04999923706055,No,No
1125,39,True,Month-to-month,Fiber optic,True,Electronic check,105.6500015258789,Yes,Yes
1126,7,True,Month-to-month,Fiber optic,False,Mailed check,74.6500015258789,Yes,No
1127,23,False,One year,DSL,False,Mailed check,66.25,No,No
1128,27,False,Month-to-month,No,False,Electronic check,19.399999618530277,No,No
1129,47,False,Month-to-month,Fiber optic,True,Credit card (automatic),86.05000305175781,No,Yes
1130,26,False,Two year,No,False,Credit card (automatic),19.149999618530277,No,No
1131,14,True,Month-to-month,DSL,False,Bank transfer (automatic),64.69999694824219,Yes,No
1132,11,True,Month-to-month,Fiber optic,True,Bank transfer (automatic),104.0500030517578,Yes,Yes
1133,2,False,Month-to-month,No,False,Mailed check,19.25,No,No
1134,26,False,Month-to-month,Fiber optic,False,Electronic check,81.94999694824219,No,No
1135,72,False,Two year,Fiber optic,True,Bank transfer (automatic),114.6500015258789,No,Yes
1136,63,False,Two year,No,False,Credit card (automatic),20.0,No,No
1137,71,False,Two year,No,False,Mailed check,19.799999237060547,No,No
1138,11,False,Month-to-month,DSL,False,Bank transfer (automatic),65.1500015258789,No,No
1139,14,False,One year,No,True,Mailed check,19.649999618530277,No,Yes
1140,13,False,Two year,DSL,False,Credit card (automatic),88.94999694824219,No,No
1141,6,False,Month-to-month,No,False,Mailed check,20.200000762939453,No,No
1142,11,False,Month-to-month,Fiber optic,True,Credit card (automatic),75.19999694824219,No,Yes
1143,18,False,Month-to-month,DSL,False,Credit card (automatic),56.79999923706055,No,No
1144,1,True,Month-to-month,DSL,False,Electronic check,35.54999923706055,Yes,No
1145,32,False,Month-to-month,Fiber optic,False,Bank transfer (automatic),75.5,No,No
1146,29,False,One year,DSL,False,Mailed check,35.599998474121094,No,No
1147,3,False,Month-to-month,DSL,False,Electronic check,60.25,No,No
1148,2,True,Month-to-month,Fiber optic,False,Electronic check,95.1500015258789,Yes,No
1149,13,True,Month-to-month,Fiber optic,False,Mailed check,96.6500015258789,Yes,No
1150,41,False,Month-to-month,DSL,False,Electronic check,40.34999847412109,No,No
1151,1,False,Month-to-month,No,False,Electronic check,18.850000381469727,No,No
1152,7,False,Month-to-month,DSL,False,Mailed check,54.84999847412109,No,No
1153,52,False,One year,DSL,False,Mailed check,64.30000305175781,No,No
1154,45,False,Two year,No,False,Bank transfer (automatic),24.649999618530277,No,No
1155,70,False,Two year,DSL,False,Credit card (automatic),76.0999984741211,No,No
1156,53,False,Two year,No,False,Mailed check,18.700000762939453,No,No
1157,62,False,One year,Fiber optic,True,Credit card (automatic),97.9499969482422,No,Yes
1158,60,False,Month-to-month,Fiber optic,False,Credit card (automatic),94.0999984741211,No,No
1159,3,True,Month-to-month,Fiber optic,True,Electronic check,80.4000015258789,Yes,Yes
1160,23,False,Month-to-month,Fiber optic,True,Electronic check,95.0999984741211,No,Yes
1161,1,True,Month-to-month,DSL,False,Mailed check,31.350000381469727,Yes,No
1162,67,False,One year,DSL,False,Bank transfer (automatic),72.3499984741211,No,No
1163,12,True,Month-to-month,Fiber optic,False,Bank transfer (automatic),89.75,Yes,No
1164,71,False,Two year,DSL,True,Bank transfer (automatic),82.69999694824219,No,Yes
1165,25,False,One year,No,False,Credit card (automatic),19.899999618530277,No,No
1166,5,False,Month-to-month,DSL,False,Electronic check,53.79999923706055,No,No
1167,26,False,One year,DSL,False,Credit card (automatic),51.54999923706055,No,No
1168,1,False,One year,No,False,Mailed check,19.649999618530277,No,No
1169,70,False,One year,DSL,True,Credit card (automatic),44.04999923706055,No,Yes
1170,72,False,Two year,Fiber optic,False,Electronic check,114.0,No,No
1171,60,True,One year,Fiber optic,False,Electronic check,94.4000015258789,Yes,No
1172,32,False,Month-to-month,Fiber optic,True,Electronic check,100.4000015258789,No,Yes
1173,1,True,Month-to-month,No,False,Electronic check,19.850000381469727,Yes,No
1174,14,False,One year,DSL,False,Mailed check,54.25,No,No
1175,13,False,Month-to-month,Fiber optic,False,Credit card (automatic),80.0,No,No
1176,6,True,Month-to-month,Fiber optic,False,Credit card (automatic),109.9000015258789,Yes,No
1177,46,False,Two year,DSL,False,Mailed check,79.19999694824219,No,No
1178,15,True,Month-to-month,Fiber optic,False,Electronic check,101.3499984741211,Yes,No
1179,43,False,Month-to-month,Fiber optic,True,Electronic check,94.3000030517578,No,Yes
1180,39,False,Two year,DSL,False,Bank transfer (automatic),49.79999923706055,No,No
1181,21,True,Month-to-month,DSL,True,Bank transfer (automatic),60.04999923706055,Yes,Yes
1182,57,False,Month-to-month,DSL,False,Electronic check,53.75,No,No
1183,53,False,One year,Fiber optic,False,Electronic check,93.4499969482422,No,No
1184,18,False,Month-to-month,Fiber optic,False,Mailed check,87.9000015258789,No,No
1185,1,True,Month-to-month,DSL,False,Electronic check,60.150001525878906,Yes,No
1186,58,False,One year,DSL,False,Bank transfer (automatic),61.04999923706055,No,No
1187,71,False,Two year,Fiber optic,True,Bank transfer (automatic),104.0500030517578,No,Yes
1188,35,False,One year,Fiber optic,False,Electronic check,99.25,No,No
1189,3,False,Month-to-month,Fiber optic,False,Credit card (automatic),85.69999694824219,No,No
1190,38,False,One year,Fiber optic,False,Electronic check,104.8499984741211,No,No
1191,35,False,Two year,DSL,False,Credit card (automatic),69.1500015258789,No,No
1192,7,True,Month-to-month,Fiber optic,False,Electronic check,90.4499969482422,Yes,No
1193,47,False,Two year,DSL,False,Mailed check,74.44999694824219,No,No
1194,14,False,Month-to-month,DSL,False,Electronic check,50.45000076293945,No,No
1195,20,False,Month-to-month,DSL,True,Electronic check,60.0,No,Yes
1196,66,False,Two year,DSL,False,Electronic check,85.25,No,No
1197,15,False,Month-to-month,No,False,Credit card (automatic),19.450000762939453,No,No
1198,42,False,Two year,No,False,Bank transfer (automatic),20.75,No,No
1199,17,False,Month-to-month,Fiber optic,False,Electronic check,78.9000015258789,No,No
1200,37,False,One year,Fiber optic,False,Credit card (automatic),104.5,No,No
1201,12,False,Month-to-month,DSL,False,Electronic check,49.400001525878906,No,No
1202,53,True,One year,Fiber optic,False,Bank transfer (automatic),94.25,Yes,No
1203,60,False,Two year,No,False,Mailed check,25.0,No,No
1204,18,False,Month-to-month,DSL,False,Credit card (automatic),25.549999237060547,No,No
1205,1,True,Month-to-month,Fiber optic,False,Electronic check,74.9000015258789,Yes,No
1206,3,False,Month-to-month,Fiber optic,False,Electronic check,70.1500015258789,No,No
1207,9,False,Month-to-month,DSL,False,Credit card (automatic),69.4000015258789,No,No
1208,1,True,Month-to-month,Fiber optic,False,Electronic check,80.25,Yes,No
1209,56,False,One year,Fiber optic,False,Electronic check,93.1500015258789,No,No
1210,17,True,Month-to-month,Fiber optic,False,Electronic check,69.0,Yes,No
1211,11,True,Month-to-month,DSL,False,Electronic check,66.3499984741211,Yes,No
1212,7,False,Month-to-month,Fiber optic,False,Electronic check,69.55000305175781,No,No
1213,69,False,Two year,No,False,Bank transfer (automatic),20.200000762939453,No,No
1214,19,True,Month-to-month,Fiber optic,False,Bank transfer (automatic),86.0,Yes,No
1215,3,True,Month-to-month,Fiber optic,False,Electronic check,80.30000305175781,Yes,No
1216,54,False,Two year,No,False,Credit card (automatic),20.399999618530277,No,No
1217,62,False,One year,No,False,Credit card (automatic),23.75,No,No
1218,24,True,Month-to-month,Fiber optic,False,Credit card (automatic),90.5500030517578,Yes,No
1219,62,False,Month-to-month,DSL,False,Credit card (automatic),70.44999694824219,No,No
1220,17,False,Month-to-month,DSL,False,Bank transfer (automatic),65.75,No,No
1221,9,False,Month-to-month,DSL,False,Mailed check,24.600000381469727,No,No
1222,64,False,Two year,DSL,False,Mailed check,69.25,No,No
1223,2,True,Month-to-month,Fiber optic,False,Electronic check,75.9000015258789,Yes,No
1224,1,True,Month-to-month,DSL,False,Mailed check,45.84999847412109,Yes,No
1225,16,True,Month-to-month,DSL,False,Electronic check,49.95000076293945,Yes,No
1226,72,False,Two year,No,False,Bank transfer (automatic),24.649999618530277,No,No
1227,30,False,One year,Fiber optic,False,Bank transfer (automatic),90.4000015258789,No,No
1228,49,False,Month-to-month,Fiber optic,False,Mailed check,100.8499984741211,No,No
1229,61,False,Two year,DSL,False,Credit card (automatic),75.3499984741211,No,No
1230,47,False,Month-to-month,Fiber optic,False,Electronic check,87.19999694824219,No,No
1231,20,False,Month-to-month,DSL,False,Credit card (automatic),64.4000015258789,No,No
1232,34,True,Month-to-month,Fiber optic,False,Electronic check,78.30000305175781,Yes,No
1233,70,False,Two year,No,False,Bank transfer (automatic),24.700000762939453,No,No
1234,54,False,One year,Fiber optic,False,Electronic check,105.8499984741211,No,No
1235,61,False,One year,Fiber optic,True,Mailed check,98.3000030517578,No,Yes
1236,3,True,Month-to-month,Fiber optic,False,Electronic check,76.94999694824219,Yes,No
1237,13,False,One year,No,False,Mailed check,19.450000762939453,No,No
1238,16,True,Month-to-month,Fiber optic,True,Electronic check,96.1500015258789,Yes,Yes
1239,3,False,Month-to-month,DSL,False,Credit card (automatic),58.70000076293945,No,No
1240,25,False,Month-to-month,No,False,Mailed check,20.149999618530277,No,No
1241,30,False,Month-to-month,DSL,False,Mailed check,64.5,No,No
1242,21,False,Month-to-month,DSL,False,Electronic check,28.5,No,No
1243,1,True,Month-to-month,DSL,False,Electronic check,45.29999923706055,Yes,No
1244,15,True,Month-to-month,No,False,Bank transfer (automatic),19.399999618530277,Yes,No
1245,23,False,Month-to-month,Fiber optic,True,Electronic check,90.4499969482422,No,Yes
1246,45,False,Month-to-month,Fiber optic,False,Electronic check,105.1500015258789,No,No
1247,24,False,One year,Fiber optic,False,Bank transfer (automatic),83.1500015258789,No,No
1248,11,True,Month-to-month,Fiber optic,False,Electronic check,90.1500015258789,Yes,No
1249,1,True,Month-to-month,DSL,False,Mailed check,45.04999923706055,Yes,No
1250,56,False,Two year,Fiber optic,False,Bank transfer (automatic),103.1999969482422,No,No
1251,1,True,Month-to-month,Fiber optic,False,Electronic check,75.80000305175781,Yes,No
1252,1,False,Month-to-month,No,False,Electronic check,19.450000762939453,No,No
1253,7,True,Month-to-month,Fiber optic,False,Electronic check,79.30000305175781,Yes,No
1254,55,False,Two year,Fiber optic,True,Credit card (automatic),88.80000305175781,No,Yes
1255,2,True,Month-to-month,DSL,False,Electronic check,30.899999618530277,Yes,No
1256,72,False,Two year,DSL,False,Credit card (automatic),85.9000015258789,No,No
1257,45,False,One year,DSL,True,Electronic check,34.20000076293945,No,Yes
1258,47,False,Two year,No,False,Mailed check,20.149999618530277,No,No
1259,46,True,One year,Fiber optic,True,Credit card (automatic),95.25,Yes,Yes
1260,2,False,Month-to-month,DSL,False,Mailed check,50.29999923706055,No,No
1261,2,False,Month-to-month,Fiber optic,False,Electronic check,80.1500015258789,No,No
1262,12,False,Month-to-month,DSL,False,Electronic check,51.25,No,No
1263,68,True,Month-to-month,Fiber optic,True,Bank transfer (automatic),89.5999984741211,Yes,Yes
1264,69,False,Two year,Fiber optic,False,Credit card (automatic),95.1999969482422,No,No
1265,56,False,One year,Fiber optic,True,Credit card (automatic),94.8000030517578,No,Yes
1266,4,False,Month-to-month,Fiber optic,True,Electronic check,80.25,No,Yes
1267,64,False,Two year,DSL,False,Bank transfer (automatic),76.0999984741211,No,No
1268,59,True,One year,Fiber optic,False,Electronic check,110.1500015258789,Yes,No
1269,62,False,Two year,Fiber optic,False,Bank transfer (automatic),115.5500030517578,No,No
1270,63,False,Two year,No,False,Credit card (automatic),24.649999618530277,No,No
1271,53,False,One year,DSL,False,Electronic check,53.59999847412109,No,No
1272,5,False,Month-to-month,No,False,Mailed check,19.450000762939453,No,No
1273,49,False,Month-to-month,Fiber optic,True,Electronic check,88.19999694824219,No,Yes
1274,62,False,Two year,Fiber optic,False,Bank transfer (automatic),101.1500015258789,No,No
1275,55,False,Two year,DSL,False,Mailed check,56.79999923706055,No,No
1276,71,False,Two year,Fiber optic,True,Electronic check,99.4000015258789,No,Yes
1277,72,False,Two year,No,False,Credit card (automatic),20.100000381469727,No,No
1278,36,False,One year,DSL,False,Credit card (automatic),60.70000076293945,No,No
1279,25,False,One year,No,False,Bank transfer (automatic),20.950000762939453,No,No
1280,72,False,Two year,Fiber optic,True,Bank transfer (automatic),114.8499984741211,No,Yes
1281,36,False,One year,No,False,Bank transfer (automatic),19.25,No,No
1282,1,False,Month-to-month,DSL,False,Mailed check,62.79999923706055,No,No
1283,72,False,Two year,Fiber optic,False,Electronic check,105.5,No,No
1284,59,False,Two year,No,False,Mailed check,19.850000381469727,No,No
1285,7,True,Month-to-month,Fiber optic,True,Electronic check,89.5,Yes,Yes
1286,1,False,One year,DSL,False,Credit card (automatic),74.0999984741211,No,No
1287,30,False,Month-to-month,Fiber optic,False,Electronic check,107.5,No,No
1288,64,False,Two year,No,False,Mailed check,19.549999237060547,No,No
1289,63,False,One year,DSL,False,Bank transfer (automatic),68.80000305175781,No,No
1290,72,False,Two year,DSL,True,Credit card (automatic),84.44999694824219,No,Yes
1291,8,True,Month-to-month,Fiber optic,False,Electronic check,75.0,Yes,No
1292,62,False,Two year,DSL,False,Bank transfer (automatic),84.5,No,No
1293,67,False,Two year,Fiber optic,False,Bank transfer (automatic),111.1999969482422,No,No
1294,6,True,Month-to-month,DSL,False,Electronic check,44.75,Yes,No
1295,70,False,Two year,DSL,False,Bank transfer (automatic),80.5999984741211,No,No
1296,20,False,Month-to-month,Fiber optic,True,Bank transfer (automatic),80.69999694824219,No,Yes
1297,5,False,Month-to-month,Fiber optic,False,Electronic check,75.5999984741211,No,No
1298,24,False,One year,DSL,False,Electronic check,57.59999847412109,No,No
1299,11,True,Month-to-month,DSL,False,Electronic check,44.04999923706055,Yes,No
1300,72,False,Two year,Fiber optic,False,Credit card (automatic),110.5999984741211,No,No
1301,66,False,Two year,DSL,False,Credit card (automatic),58.20000076293945,No,No
1302,45,False,Two year,DSL,False,Mailed check,81.0,No,No
1303,69,False,Two year,No,False,Bank transfer (automatic),19.700000762939453,No,No
1304,15,True,Month-to-month,Fiber optic,True,Bank transfer (automatic),85.5999984741211,Yes,Yes
1305,28,False,Month-to-month,DSL,False,Bank transfer (automatic),59.54999923706055,No,No
1306,70,True,One year,Fiber optic,False,Credit card (automatic),115.5500030517578,Yes,No
1307,36,False,One year,DSL,False,Mailed check,75.55000305175781,No,No
1308,16,True,Month-to-month,Fiber optic,True,Electronic check,86.5999984741211,Yes,Yes
1309,18,True,Month-to-month,Fiber optic,False,Electronic check,85.19999694824219,Yes,No
1310,34,True,Month-to-month,Fiber optic,False,Electronic check,97.6500015258789,Yes,No
1311,42,False,One year,DSL,False,Credit card (automatic),45.09999847412109,No,No
1312,48,False,One year,DSL,False,Bank transfer (automatic),70.94999694824219,No,No
1313,47,True,Month-to-month,Fiber optic,False,Electronic check,109.5500030517578,Yes,No
1314,39,True,One year,Fiber optic,False,Electronic check,89.55000305175781,Yes,No
1315,11,False,Two year,No,False,Credit card (automatic),20.899999618530277,No,No
1316,7,False,Month-to-month,No,False,Mailed check,19.950000762939453,No,No
1317,3,False,Month-to-month,No,False,Mailed check,24.600000381469727,No,No
1318,8,False,Month-to-month,DSL,False,Electronic check,66.69999694824219,No,No
1319,1,True,Month-to-month,No,False,Mailed check,19.450000762939453,Yes,No
1320,32,False,One year,Fiber optic,False,Mailed check,94.8000030517578,No,No
1321,60,False,One year,DSL,False,Bank transfer (automatic),65.8499984741211,No,No
1322,10,False,Month-to-month,No,False,Bank transfer (automatic),19.950000762939453,No,No
1323,71,False,Two year,No,False,Bank transfer (automatic),24.649999618530277,No,No
1324,4,True,Month-to-month,No,False,Mailed check,20.350000381469727,Yes,No
1325,1,True,Month-to-month,Fiber optic,True,Electronic check,69.25,Yes,Yes
1326,43,False,One year,DSL,False,Bank transfer (automatic),51.25,No,No
1327,59,True,One year,Fiber optic,False,Bank transfer (automatic),99.5,Yes,No
1328,23,False,Month-to-month,DSL,False,Electronic check,54.25,No,No
1329,72,False,Two year,No,False,Bank transfer (automatic),19.399999618530277,No,No
1330,22,False,One year,DSL,False,Credit card (automatic),56.25,No,No
1331,1,False,Month-to-month,DSL,False,Mailed check,25.149999618530277,No,No
1332,69,False,Two year,No,False,Bank transfer (automatic),23.950000762939453,No,No
