tenure,Churn,Contract,SeniorCitizen,MonthlyCharges
48,0,Two year,0,19.25
63,0,One year,0,90.05000305175781
27,0,Month-to-month,0,56.70000076293945
70,0,Two year,0,80.1500015258789
7,0,Month-to-month,0,71.3499984741211
0,0,Two year,0,20.25
2,0,Month-to-month,0,90.3499984741211
20,1,Month-to-month,1,98.5500030517578
66,0,Two year,0,19.700000762939453
3,0,Month-to-month,0,19.850000381469727
15,1,Month-to-month,0,85.9000015258789
72,0,Two year,0,90.3499984741211
1,0,Month-to-month,0,20.799999237060547
22,1,Month-to-month,0,89.25
3,1,Month-to-month,0,70.30000305175781
72,0,Two year,0,66.8499984741211
65,0,Two year,0,19.899999618530277
11,0,Month-to-month,0,35.79999923706055
22,0,Month-to-month,0,78.8499984741211
14,0,One year,0,20.399999618530277
41,0,Month-to-month,0,74.25
17,0,One year,0,64.80000305175781
11,0,Month-to-month,0,20.450000762939453
15,1,Month-to-month,0,93.3499984741211
1,1,Month-to-month,0,19.899999618530277
5,1,Month-to-month,0,88.9000015258789
33,1,One year,0,95.8000030517578
72,0,Two year,0,110.6500015258789
3,0,Month-to-month,0,40.29999923706055
2,1,Month-to-month,0,82.0
59,0,One year,0,107.0
2,1,Month-to-month,0,45.34999847412109
71,0,Two year,0,73.3499984741211
5,0,Month-to-month,0,44.79999923706055
27,0,Month-to-month,0,54.75
1,1,Month-to-month,0,52.20000076293945
63,0,One year,0,40.59999847412109
46,1,One year,1,110.0
72,0,Two year,0,55.29999923706055
34,0,Month-to-month,0,60.84999847412109
24,0,One year,0,78.4000015258789
72,0,Two year,0,69.6500015258789
60,0,Two year,0,59.84999847412109
68,0,One year,0,76.9000015258789
8,0,Two year,0,19.850000381469727
34,0,Two year,0,67.6500015258789
6,0,Month-to-month,0,45.0
2,0,Month-to-month,0,64.19999694824219
31,0,One year,0,81.69999694824219
20,0,Month-to-month,0,25.549999237060547
1,0,Month-to-month,0,20.0
62,1,One year,0,96.75
70,0,Two year,1,75.6500015258789
10,1,Month-to-month,0,98.5
39,0,Two year,0,23.799999237060547
46,0,Two year,0,64.19999694824219
6,1,Month-to-month,0,85.3499984741211
72,0,Two year,0,76.80000305175781
18,0,Month-to-month,0,55.20000076293945
71,0,Two year,0,108.5500030517578
40,1,Month-to-month,0,101.3000030517578
1,1,Month-to-month,0,69.55000305175781
58,1,One year,0,103.25
70,1,Two year,0,104.0
42,0,Two year,0,25.25
34,0,One year,0,30.399999618530277
5,0,Month-to-month,1,20.049999237060547
25,0,Month-to-month,0,84.5999984741211
2,1,Month-to-month,0,86.19999694824219
55,0,One year,0,103.6999969482422
21,1,Month-to-month,0,111.1999969482422
70,0,Two year,0,88.0
61,0,Month-to-month,0,106.3499984741211
43,0,Two year,0,79.1500015258789
47,0,One year,0,103.0999984741211
5,0,Month-to-month,0,63.95000076293945
62,0,Two year,0,25.799999237060547
16,1,Month-to-month,0,89.44999694824219
7,1,Month-to-month,1,95.5999984741211
14,0,Month-to-month,0,25.549999237060547
60,1,One year,0,90.9499969482422
34,0,Month-to-month,0,44.84999847412109
50,1,One year,0,108.5500030517578
38,0,Two year,0,25.049999237060547
70,0,One year,0,74.0999984741211
37,0,Month-to-month,0,88.80000305175781
4,1,Month-to-month,1,78.8499984741211
60,0,Month-to-month,1,93.25
62,0,One year,0,71.4000015258789
1,1,Month-to-month,0,44.400001525878906
36,0,Month-to-month,0,79.19999694824219
44,0,Two year,0,20.399999618530277
55,1,One year,1,100.0
72,0,Two year,0,105.0
12,1,One year,0,19.799999237060547
13,0,Month-to-month,0,30.850000381469727
1,1,Month-to-month,0,89.9000015258789
15,0,One year,0,20.549999237060547
65,0,Two year,0,84.8499984741211
12,0,One year,0,33.150001525878906
72,0,Two year,0,92.0
72,0,Two year,0,89.80000305175781
72,0,Two year,0,115.8000030517578
52,0,Two year,0,85.1500015258789
2,0,Month-to-month,0,24.850000381469727
5,0,Month-to-month,0,64.3499984741211
68,0,Two year,0,20.5
62,1,One year,0,100.1500015258789
72,0,Two year,0,86.05000305175781
1,1,Month-to-month,0,50.79999923706055
66,0,One year,0,89.0
72,0,Two year,0,64.80000305175781
26,0,One year,0,19.799999237060547
64,0,Two year,0,93.4000015258789
20,1,Month-to-month,1,73.6500015258789
3,1,Month-to-month,0,95.0999984741211
22,1,Month-to-month,0,94.6500015258789
4,1,Month-to-month,0,80.5999984741211
62,0,Two year,0,39.0
5,0,Month-to-month,0,20.5
59,1,One year,0,85.55000305175781
3,0,Two year,0,26.399999618530277
72,0,Two year,0,98.1999969482422
57,0,One year,0,97.5500030517578
66,0,Two year,0,19.950000762939453
60,1,Month-to-month,0,50.79999923706055
45,0,Two year,0,99.6999969482422
3,0,Month-to-month,0,34.79999923706055
15,1,Month-to-month,0,105.0999984741211
51,0,One year,0,60.150001525878906
60,0,One year,0,64.75
33,0,Month-to-month,0,54.650001525878906
10,1,Month-to-month,0,110.0999984741211
26,0,One year,1,19.299999237060547
6,1,Month-to-month,0,83.9000015258789
67,0,One year,0,111.25
49,0,One year,0,35.79999923706055
1,0,Month-to-month,0,20.049999237060547
7,0,Month-to-month,1,84.3499984741211
27,0,One year,1,110.5
37,0,One year,0,91.1999969482422
63,1,Month-to-month,0,100.5500030517578
31,0,Month-to-month,0,89.30000305175781
50,1,Month-to-month,0,103.8499984741211
32,0,Month-to-month,1,81.0999984741211
1,1,Month-to-month,0,24.600000381469727
63,0,One year,0,81.19999694824219
30,0,Month-to-month,0,94.3000030517578
71,0,Two year,0,116.0999984741211
53,0,Two year,0,105.5500030517578
12,1,Month-to-month,0,98.9000015258789
50,0,Month-to-month,0,94.4000015258789
2,0,Month-to-month,0,19.5
9,1,Month-to-month,0,98.3000030517578
17,1,Month-to-month,0,93.8499984741211
56,0,One year,0,105.5999984741211
67,0,Two year,0,81.3499984741211
9,1,Month-to-month,1,100.5
4,0,Month-to-month,0,56.400001525878906
19,0,One year,0,65.3499984741211
8,0,Month-to-month,0,19.950000762939453
71,0,Two year,0,111.25
10,1,Month-to-month,1,72.8499984741211
15,0,Month-to-month,1,89.0
72,0,One year,0,106.0999984741211
12,0,One year,0,20.049999237060547
72,0,Two year,0,25.200000762939453
1,1,Month-to-month,1,73.55000305175781
23,0,Month-to-month,1,75.4000015258789
72,0,Two year,0,65.55000305175781
26,0,Month-to-month,0,80.69999694824219
21,0,One year,0,104.5500030517578
60,0,One year,0,24.149999618530277
12,0,Month-to-month,0,20.450000762939453
16,0,Month-to-month,0,75.4000015258789
63,0,One year,0,79.69999694824219
22,0,Month-to-month,1,81.69999694824219
32,0,Month-to-month,0,76.30000305175781
3,1,Month-to-month,1,79.4000015258789
13,1,Month-to-month,0,81.1500015258789
68,0,Two year,0,103.75
30,0,One year,0,86.44999694824219
16,0,Month-to-month,0,75.0999984741211
33,0,Two year,0,80.5999984741211
72,0,Two year,0,19.299999237060547
4,1,Month-to-month,1,84.5999984741211
12,0,One year,0,33.599998474121094
4,0,Month-to-month,1,83.25
0,0,Two year,0,80.8499984741211
6,1,Month-to-month,0,79.05000305175781
65,0,One year,0,108.0500030517578
15,0,Month-to-month,0,19.899999618530277
24,0,One year,0,21.049999237060547
13,0,Month-to-month,0,30.149999618530277
24,0,Month-to-month,0,79.8499984741211
72,0,Two year,0,65.5
54,0,Month-to-month,0,104.0999984741211
3,1,Month-to-month,0,74.4000015258789
4,0,Month-to-month,0,20.5
32,0,Month-to-month,1,91.3499984741211
35,1,Month-to-month,1,99.0500030517578
35,0,Two year,0,20.5
2,1,Month-to-month,1,44.95000076293945
8,0,Month-to-month,0,75.5999984741211
22,0,Month-to-month,0,55.09999847412109
15,0,Month-to-month,0,58.95000076293945
22,0,Month-to-month,0,95.0999984741211
1,1,Month-to-month,0,44.70000076293945
71,0,Two year,0,25.450000762939453
4,0,Month-to-month,0,56.75
25,0,Month-to-month,0,81.75
32,0,Month-to-month,0,86.0999984741211
7,0,Month-to-month,1,29.799999237060547
17,0,One year,0,20.5
8,0,Month-to-month,1,60.900001525878906
56,0,Two year,1,73.25
1,1,Month-to-month,0,45.70000076293945
8,1,Month-to-month,1,100.3000030517578
7,1,Month-to-month,0,19.25
3,0,Month-to-month,0,20.850000381469727
71,0,Two year,0,77.3499984741211
2,1,Month-to-month,0,96.0
1,1,Month-to-month,0,90.5500030517578
49,0,Month-to-month,0,93.8499984741211
58,0,Two year,0,70.0999984741211
44,1,Month-to-month,1,30.350000381469727
59,0,Two year,0,75.94999694824219
71,1,Two year,0,108.0500030517578
1,1,Month-to-month,0,69.9000015258789
11,0,Month-to-month,0,75.25
62,1,One year,1,103.75
35,0,One year,0,54.95000076293945
20,0,Month-to-month,0,19.5
40,0,Two year,0,19.600000381469727
39,0,One year,0,47.84999847412109
1,1,Month-to-month,0,86.5999984741211
72,0,Two year,0,23.75
33,1,Month-to-month,1,80.5999984741211
12,0,Month-to-month,0,43.79999923706055
1,0,Month-to-month,0,19.75
27,0,Month-to-month,0,19.149999618530277
34,0,One year,0,19.600000381469727
56,0,Two year,0,80.30000305175781
58,0,Two year,0,24.350000381469727
22,0,Two year,0,25.25
10,0,Two year,0,26.100000381469727
13,0,Two year,0,20.0
35,1,Month-to-month,0,85.30000305175781
34,1,Month-to-month,0,70.0
4,1,Month-to-month,1,94.3000030517578
72,0,Two year,0,20.700000762939453
2,0,Month-to-month,0,70.30000305175781
7,1,Month-to-month,0,95.3499984741211
27,1,Month-to-month,1,75.5
4,0,Month-to-month,0,69.55000305175781
37,0,Two year,0,19.850000381469727
21,0,Month-to-month,0,20.0
53,0,One year,1,95.8499984741211
18,1,Month-to-month,0,90.0999984741211
2,1,Month-to-month,0,68.94999694824219
32,1,Month-to-month,0,99.5500030517578
23,0,One year,1,20.75
3,0,Month-to-month,0,50.150001525878906
71,0,Two year,0,58.650001525878906
9,0,Month-to-month,0,95.9000015258789
1,0,Month-to-month,0,49.5
18,1,Month-to-month,0,57.45000076293945
12,1,One year,0,53.650001525878906
71,0,Two year,0,80.0999984741211
64,0,One year,0,24.399999618530277
4,0,Month-to-month,0,40.04999923706055
23,0,Month-to-month,0,19.5
39,0,Month-to-month,0,51.04999923706055
28,0,One year,0,54.34999847412109
5,0,Month-to-month,1,84.69999694824219
45,0,Month-to-month,1,86.0999984741211
37,0,Month-to-month,0,70.3499984741211
60,0,Two year,1,110.0
8,1,Month-to-month,1,100.5999984741211
47,0,One year,0,94.9000015258789
26,1,Month-to-month,0,83.75
3,1,Month-to-month,1,88.30000305175781
50,0,Month-to-month,0,69.75
27,0,Month-to-month,0,71.5999984741211
8,1,Month-to-month,1,92.0999984741211
62,0,Two year,0,23.649999618530277
71,0,Two year,0,81.8499984741211
66,0,Two year,0,25.100000381469727
68,0,Two year,0,114.6999969482422
13,0,Month-to-month,0,49.150001525878906
56,0,One year,0,80.9000015258789
38,1,Month-to-month,0,79.44999694824219
14,1,Month-to-month,1,90.4499969482422
16,0,One year,0,19.299999237060547
14,0,Month-to-month,0,70.19999694824219
32,1,Month-to-month,0,69.75
8,0,One year,0,54.25
43,0,Month-to-month,0,99.3000030517578
52,0,One year,0,74.0
3,0,Month-to-month,0,50.25
29,0,One year,0,19.799999237060547
1,1,Month-to-month,0,19.649999618530277
12,1,Month-to-month,1,43.650001525878906
16,0,Month-to-month,0,35.5
40,0,One year,0,80.75
5,1,Month-to-month,0,39.5
40,1,Month-to-month,0,97.0999984741211
36,0,One year,0,19.549999237060547
5,1,Month-to-month,0,80.0
10,1,Month-to-month,0,84.69999694824219
2,1,Month-to-month,0,89.55000305175781
23,1,Month-to-month,0,90.5999984741211
26,0,One year,0,20.049999237060547
72,0,Two year,1,112.4000015258789
34,0,Month-to-month,0,50.20000076293945
10,0,Month-to-month,0,62.25
14,0,One year,0,55.70000076293945
23,1,Month-to-month,0,90.05000305175781
47,0,Two year,0,19.649999618530277
24,0,Month-to-month,0,89.25
49,1,Month-to-month,0,99.0500030517578
20,0,One year,1,54.0
2,1,Month-to-month,0,69.75
2,1,Month-to-month,0,49.04999923706055
22,0,Two year,0,56.75
7,1,Month-to-month,0,98.0500030517578
1,0,Month-to-month,0,21.100000381469727
59,0,Month-to-month,0,96.6500015258789
58,0,One year,0,24.5
41,1,Month-to-month,0,114.5
59,0,Two year,1,79.19999694824219
3,0,Month-to-month,0,69.55000305175781
32,0,Two year,0,20.049999237060547
46,0,Month-to-month,1,98.8499984741211
0,0,Two year,0,25.75
2,1,Month-to-month,0,80.94999694824219
52,0,One year,0,19.600000381469727
13,1,Month-to-month,1,74.30000305175781
11,1,Month-to-month,1,89.69999694824219
32,0,Month-to-month,0,87.6500015258789
17,1,Month-to-month,1,100.4499969482422
16,0,Month-to-month,0,74.75
51,0,One year,0,107.4499969482422
29,0,One year,0,75.3499984741211
70,0,Two year,0,64.94999694824219
71,0,Two year,0,100.4499969482422
41,0,One year,0,68.5
1,0,Month-to-month,0,80.55000305175781
7,0,Month-to-month,0,81.25
25,1,One year,0,90.4000015258789
67,0,One year,0,89.55000305175781
5,0,Month-to-month,0,55.70000076293945
15,0,Month-to-month,0,24.799999237060547
20,0,Month-to-month,0,20.0
3,1,Month-to-month,0,56.150001525878906
54,0,One year,0,105.1999969482422
42,0,One year,0,19.549999237060547
9,0,Month-to-month,0,79.75
63,0,Two year,0,97.4499969482422
69,0,Two year,0,24.25
69,0,Two year,0,24.600000381469727
40,0,Month-to-month,0,50.150001525878906
60,0,Two year,0,39.59999847412109
4,1,Month-to-month,0,94.4000015258789
71,0,Two year,1,89.8499984741211
37,1,Month-to-month,0,78.94999694824219
32,0,Month-to-month,0,98.8499984741211
39,0,Two year,0,53.84999847412109
38,0,One year,0,24.25
52,0,Two year,0,89.44999694824219
48,0,Month-to-month,0,105.25
70,0,Two year,0,59.5
20,0,Month-to-month,0,70.55000305175781
50,0,One year,0,82.5
19,1,One year,0,44.84999847412109
25,0,One year,0,61.59999847412109
12,0,Month-to-month,0,49.04999923706055
39,1,Month-to-month,1,105.6500015258789
7,1,Month-to-month,0,74.6500015258789
23,0,One year,0,66.25
27,0,Month-to-month,0,19.399999618530277
47,0,Month-to-month,1,86.05000305175781
26,0,Two year,0,19.149999618530277
14,1,Month-to-month,0,64.69999694824219
11,1,Month-to-month,1,104.0500030517578
2,0,Month-to-month,0,19.25
26,0,Month-to-month,0,81.94999694824219
72,0,Two year,1,114.6500015258789
63,0,Two year,0,20.0
71,0,Two year,0,19.799999237060547
11,0,Month-to-month,0,65.1500015258789
14,0,One year,1,19.649999618530277
13,0,Two year,0,88.94999694824219
6,0,Month-to-month,0,20.200000762939453
11,0,Month-to-month,1,75.19999694824219
18,0,Month-to-month,0,56.79999923706055
1,1,Month-to-month,0,35.54999923706055
32,0,Month-to-month,0,75.5
29,0,One year,0,35.599998474121094
3,0,Month-to-month,0,60.25
2,1,Month-to-month,0,95.1500015258789
13,1,Month-to-month,0,96.6500015258789
41,0,Month-to-month,0,40.34999847412109
1,0,Month-to-month,0,18.850000381469727
7,0,Month-to-month,0,54.84999847412109
52,0,One year,0,64.30000305175781
45,0,Two year,0,24.649999618530277
70,0,Two year,0,76.0999984741211
53,0,Two year,0,18.700000762939453
62,0,One year,1,97.9499969482422
60,0,Month-to-month,0,94.0999984741211
3,1,Month-to-month,1,80.4000015258789
23,0,Month-to-month,1,95.0999984741211
1,1,Month-to-month,0,31.350000381469727
67,0,One year,0,72.3499984741211
12,1,Month-to-month,0,89.75
71,0,Two year,1,82.69999694824219
25,0,One year,0,19.899999618530277
5,0,Month-to-month,0,53.79999923706055
26,0,One year,0,51.54999923706055
1,0,One year,0,19.649999618530277
70,0,One year,1,44.04999923706055
72,0,Two year,0,114.0
60,1,One year,0,94.4000015258789
32,0,Month-to-month,1,100.4000015258789
1,1,Month-to-month,0,19.850000381469727
14,0,One year,0,54.25
13,0,Month-to-month,0,80.0
6,1,Month-to-month,0,109.9000015258789
46,0,Two year,0,79.19999694824219
15,1,Month-to-month,0,101.3499984741211
43,0,Month-to-month,1,94.3000030517578
39,0,Two year,0,49.79999923706055
21,1,Month-to-month,1,60.04999923706055
57,0,Month-to-month,0,53.75
53,0,One year,0,93.4499969482422
18,0,Month-to-month,0,87.9000015258789
1,1,Month-to-month,0,60.150001525878906
58,0,One year,0,61.04999923706055
71,0,Two year,1,104.0500030517578
35,0,One year,0,99.25
3,0,Month-to-month,0,85.69999694824219
38,0,One year,0,104.8499984741211
35,0,Two year,0,69.1500015258789
7,1,Month-to-month,0,90.4499969482422
47,0,Two year,0,74.44999694824219
14,0,Month-to-month,0,50.45000076293945
20,0,Month-to-month,1,60.0
66,0,Two year,0,85.25
15,0,Month-to-month,0,19.450000762939453
42,0,Two year,0,20.75
17,0,Month-to-month,0,78.9000015258789
37,0,One year,0,104.5
12,0,Month-to-month,0,49.400001525878906
53,1,One year,0,94.25
60,0,Two year,0,25.0
18,0,Month-to-month,0,25.549999237060547
1,1,Month-to-month,0,74.9000015258789
3,0,Month-to-month,0,70.1500015258789
9,0,Month-to-month,0,69.4000015258789
1,1,Month-to-month,0,80.25
56,0,One year,0,93.1500015258789
17,1,Month-to-month,0,69.0
11,1,Month-to-month,0,66.3499984741211
7,0,Month-to-month,0,69.55000305175781
69,0,Two year,0,20.200000762939453
19,1,Month-to-month,0,86.0
3,1,Month-to-month,0,80.30000305175781
54,0,Two year,0,20.399999618530277
62,0,One year,0,23.75
24,1,Month-to-month,0,90.5500030517578
62,0,Month-to-month,0,70.44999694824219
17,0,Month-to-month,0,65.75
9,0,Month-to-month,0,24.600000381469727
64,0,Two year,0,69.25
2,1,Month-to-month,0,75.9000015258789
1,1,Month-to-month,0,45.84999847412109
16,1,Month-to-month,0,49.95000076293945
72,0,Two year,0,24.649999618530277
30,0,One year,0,90.4000015258789
49,0,Month-to-month,0,100.8499984741211
61,0,Two year,0,75.3499984741211
47,0,Month-to-month,0,87.19999694824219
20,0,Month-to-month,0,64.4000015258789
34,1,Month-to-month,0,78.30000305175781
70,0,Two year,0,24.700000762939453
54,0,One year,0,105.8499984741211
61,0,One year,1,98.3000030517578
3,1,Month-to-month,0,76.94999694824219
13,0,One year,0,19.450000762939453
16,1,Month-to-month,1,96.1500015258789
3,0,Month-to-month,0,58.70000076293945
25,0,Month-to-month,0,20.149999618530277
30,0,Month-to-month,0,64.5
21,0,Month-to-month,0,28.5
1,1,Month-to-month,0,45.29999923706055
15,1,Month-to-month,0,19.399999618530277
23,0,Month-to-month,1,90.4499969482422
45,0,Month-to-month,0,105.1500015258789
24,0,One year,0,83.1500015258789
11,1,Month-to-month,0,90.1500015258789
1,1,Month-to-month,0,45.04999923706055
56,0,Two year,0,103.1999969482422
1,1,Month-to-month,0,75.80000305175781
1,0,Month-to-month,0,19.450000762939453
7,1,Month-to-month,0,79.30000305175781
55,0,Two year,1,88.80000305175781
2,1,Month-to-month,0,30.899999618530277
72,0,Two year,0,85.9000015258789
45,0,One year,1,34.20000076293945
47,0,Two year,0,20.149999618530277
46,1,One year,1,95.25
2,0,Month-to-month,0,50.29999923706055
2,0,Month-to-month,0,80.1500015258789
12,0,Month-to-month,0,51.25
68,1,Month-to-month,1,89.5999984741211
69,0,Two year,0,95.1999969482422
56,0,One year,1,94.8000030517578
4,0,Month-to-month,1,80.25
64,0,Two year,0,76.0999984741211
59,1,One year,0,110.1500015258789
62,0,Two year,0,115.5500030517578
63,0,Two year,0,24.649999618530277
53,0,One year,0,53.59999847412109
5,0,Month-to-month,0,19.450000762939453
49,0,Month-to-month,1,88.19999694824219
62,0,Two year,0,101.1500015258789
55,0,Two year,0,56.79999923706055
71,0,Two year,1,99.4000015258789
72,0,Two year,0,20.100000381469727
36,0,One year,0,60.70000076293945
25,0,One year,0,20.950000762939453
72,0,Two year,1,114.8499984741211
36,0,One year,0,19.25
1,0,Month-to-month,0,62.79999923706055
72,0,Two year,0,105.5
59,0,Two year,0,19.850000381469727
7,1,Month-to-month,1,89.5
1,0,One year,0,74.0999984741211
30,0,Month-to-month,0,107.5
64,0,Two year,0,19.549999237060547
63,0,One year,0,68.80000305175781
72,0,Two year,1,84.44999694824219
8,1,Month-to-month,0,75.0
62,0,Two year,0,84.5
67,0,Two year,0,111.1999969482422
6,1,Month-to-month,0,44.75
70,0,Two year,0,80.5999984741211
20,0,Month-to-month,1,80.69999694824219
5,0,Month-to-month,0,75.5999984741211
24,0,One year,0,57.59999847412109
11,1,Month-to-month,0,44.04999923706055
72,0,Two year,0,110.5999984741211
66,0,Two year,0,58.20000076293945
45,0,Two year,0,81.0
69,0,Two year,0,19.700000762939453
15,1,Month-to-month,1,85.5999984741211
28,0,Month-to-month,0,59.54999923706055
70,1,One year,0,115.5500030517578
36,0,One year,0,75.55000305175781
16,1,Month-to-month,1,86.5999984741211
18,1,Month-to-month,0,85.19999694824219
34,1,Month-to-month,0,97.6500015258789
42,0,One year,0,45.09999847412109
48,0,One year,0,70.94999694824219
47,1,Month-to-month,0,109.5500030517578
39,1,One year,0,89.55000305175781
11,0,Two year,0,20.899999618530277
7,0,Month-to-month,0,19.950000762939453
3,0,Month-to-month,0,24.600000381469727
8,0,Month-to-month,0,66.69999694824219
1,1,Month-to-month,0,19.450000762939453
32,0,One year,0,94.8000030517578
60,0,One year,0,65.8499984741211
10,0,Month-to-month,0,19.950000762939453
71,0,Two year,0,24.649999618530277
4,1,Month-to-month,0,20.350000381469727
1,1,Month-to-month,1,69.25
43,0,One year,0,51.25
59,1,One year,0,99.5
23,0,Month-to-month,0,54.25
72,0,Two year,0,19.399999618530277
22,0,One year,0,56.25
1,0,Month-to-month,0,25.149999618530277
69,0,Two year,0,23.950000762939453
50,0,One year,0,35.400001525878906
1,1,Month-to-month,1,25.200000762939453
2,1,Month-to-month,0,45.0
15,0,Month-to-month,0,75.3499984741211
31,0,Two year,0,20.399999618530277
1,1,Month-to-month,0,20.149999618530277
66,1,Month-to-month,0,105.0
0,0,Two year,0,56.04999923706055
3,1,Month-to-month,0,54.70000076293945
8,0,Two year,0,20.0
64,0,One year,0,73.05000305175781
28,0,Month-to-month,0,20.5
57,0,One year,0,100.75
14,1,Month-to-month,0,87.25
19,0,Two year,0,19.950000762939453
10,1,Month-to-month,0,79.94999694824219
51,0,Month-to-month,0,49.650001525878906
67,0,Two year,0,65.6500015258789
11,0,Month-to-month,0,20.450000762939453
72,0,Two year,0,60.95000076293945
66,0,One year,0,20.350000381469727
18,1,Month-to-month,0,88.3499984741211
9,0,Month-to-month,0,19.5
9,0,Month-to-month,0,75.19999694824219
48,0,Month-to-month,0,111.4499969482422
10,0,Month-to-month,0,70.1500015258789
9,1,Month-to-month,0,94.75
13,1,Month-to-month,1,95.0500030517578
4,1,Month-to-month,0,78.44999694824219
4,1,Month-to-month,0,70.19999694824219
72,0,Two year,0,92.0
51,0,Two year,0,85.5
59,1,Month-to-month,0,41.04999923706055
10,1,Month-to-month,0,85.5999984741211
61,0,Month-to-month,1,82.1500015258789
54,0,One year,0,84.4000015258789
33,0,Month-to-month,0,60.900001525878906
27,0,Two year,0,20.25
1,1,Month-to-month,1,79.19999694824219
23,0,Month-to-month,0,95.3000030517578
1,0,Month-to-month,0,19.850000381469727
45,0,Two year,0,84.3499984741211
39,0,Two year,0,19.850000381469727
5,1,One year,0,70.0
72,0,Two year,0,82.30000305175781
58,0,Month-to-month,0,66.80000305175781
70,0,Two year,0,44.59999847412109
61,0,One year,0,98.4499969482422
2,0,Month-to-month,0,70.69999694824219
46,0,One year,0,24.950000762939453
1,1,Month-to-month,0,49.95000076293945
22,1,Month-to-month,0,69.25
48,0,Two year,0,102.5
64,0,Two year,0,86.55000305175781
72,0,Two year,0,24.299999237060547
12,0,Month-to-month,0,58.34999847412109
34,1,Month-to-month,1,94.25
72,0,Two year,0,68.75
29,0,Month-to-month,0,85.80000305175781
33,0,One year,0,20.100000381469727
1,0,Month-to-month,0,20.350000381469727
62,0,One year,0,110.8000030517578
41,1,One year,0,73.0
64,1,One year,0,100.0500030517578
4,0,Month-to-month,0,82.8499984741211
24,0,Month-to-month,0,84.3499984741211
14,0,One year,0,19.549999237060547
3,0,Month-to-month,0,19.950000762939453
4,1,Month-to-month,1,99.8000030517578
18,1,Month-to-month,0,35.0
8,0,Month-to-month,0,66.25
35,0,Two year,0,23.299999237060547
1,1,Month-to-month,0,76.0
66,0,Two year,0,25.299999237060547
8,0,Two year,0,44.54999923706055
71,0,One year,0,104.0999984741211
43,0,Month-to-month,0,92.5500030517578
2,1,Month-to-month,1,93.8499984741211
29,0,Month-to-month,1,101.4499969482422
15,1,Month-to-month,0,84.30000305175781
65,0,Two year,0,94.5500030517578
35,0,Month-to-month,0,95.5
64,0,One year,0,100.3000030517578
58,0,Two year,0,55.5
18,0,Month-to-month,1,49.84999847412109
67,0,Month-to-month,0,89.55000305175781
63,0,Two year,0,19.149999618530277
60,0,Month-to-month,0,99.8000030517578
9,1,Month-to-month,1,84.4000015258789
70,0,Two year,0,113.0500030517578
15,1,Month-to-month,0,101.0999984741211
48,0,One year,0,19.950000762939453
12,0,Month-to-month,0,74.1500015258789
71,0,One year,1,92.0
44,0,Month-to-month,1,73.8499984741211
1,1,Month-to-month,0,50.45000076293945
45,0,Two year,0,24.450000762939453
23,0,One year,0,24.799999237060547
43,0,One year,0,64.8499984741211
35,0,Month-to-month,0,20.75
9,0,Month-to-month,0,68.94999694824219
12,1,Month-to-month,0,99.9499969482422
65,0,Month-to-month,1,109.4000015258789
2,1,Month-to-month,0,91.4000015258789
27,0,Month-to-month,0,49.0
40,0,One year,0,50.25
5,1,Month-to-month,1,75.55000305175781
8,0,One year,0,19.899999618530277
58,0,One year,1,97.8000030517578
52,0,One year,0,100.3000030517578
3,0,Month-to-month,0,55.79999923706055
41,0,Two year,0,111.1500015258789
20,0,Month-to-month,0,98.5500030517578
1,0,Month-to-month,0,50.04999923706055
4,1,Month-to-month,0,80.80000305175781
23,0,Month-to-month,0,20.850000381469727
6,0,Month-to-month,1,19.5
8,0,Month-to-month,0,19.350000381469727
18,0,Month-to-month,0,69.5
52,0,Month-to-month,1,48.79999923706055
31,0,Month-to-month,0,94.5
29,0,Month-to-month,0,20.649999618530277
36,0,Two year,0,106.0500030517578
16,1,Month-to-month,0,100.0
42,0,One year,0,108.3000030517578
1,1,Month-to-month,0,20.549999237060547
60,0,Two year,0,99.6500015258789
5,1,Month-to-month,0,85.30000305175781
22,0,Month-to-month,0,95.9000015258789
36,0,One year,0,20.0
4,1,Month-to-month,0,70.4000015258789
9,0,Month-to-month,0,64.94999694824219
1,0,Month-to-month,0,74.5999984741211
12,0,Month-to-month,0,49.20000076293945
23,0,One year,0,73.75
62,0,One year,0,92.3000030517578
37,1,Month-to-month,0,98.8000030517578
8,0,Month-to-month,0,19.200000762939453
31,0,Month-to-month,0,88.6500015258789
13,1,Month-to-month,0,74.4000015258789
24,1,Month-to-month,0,98.75
45,0,Month-to-month,0,95.9499969482422
69,0,Two year,1,105.4000015258789
2,0,Month-to-month,0,20.25
61,1,One year,0,106.0
41,1,Month-to-month,0,104.6999969482422
44,0,One year,0,49.04999923706055
39,0,One year,0,35.54999923706055
72,0,Two year,0,65.0999984741211
13,0,Month-to-month,1,96.8499984741211
51,0,One year,0,69.75
71,0,Two year,1,99.1999969482422
22,1,Month-to-month,1,96.6999969482422
2,1,Month-to-month,0,55.04999923706055
56,0,One year,0,106.8000030517578
1,0,Month-to-month,0,51.25
23,0,One year,0,57.75
66,0,One year,1,70.8499984741211
1,0,Month-to-month,0,19.549999237060547
19,1,Month-to-month,1,88.19999694824219
11,0,Month-to-month,0,79.5
8,1,One year,0,19.75
52,0,Month-to-month,0,98.1500015258789
3,0,Month-to-month,0,20.25
51,0,Month-to-month,0,79.1500015258789
15,1,Month-to-month,1,75.6500015258789
64,0,Month-to-month,1,94.25
